  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
           437  2510   13 29   109  82     3949     4401     -452.      91.4      -4.9
           437  2510   14 30   109  81     3709     3048      661.      82.2       8.0
           437  2510   15 31   109  80     3773     2998      775.      82.3       9.4
 
 >>Cream   438  2516    0 16   108  79     3611     3113      498.      82.0       6.1
           438  2516    1 17   108  78     4177     3487      690.      87.5       7.9
           438  2516    2 18   108  77     4036     4911     -875.      94.6      -9.3
           438  2516    3 19   108  76     4305     3664      641.      89.3       7.2
           438  2516    4 20   108  75     4323     3994      329.      91.2       3.6
           438  2516    5 21   108  74     4531     3761      770.      91.1       8.5
           438  2516    6 22   108  73     4314     5654    -1340.      99.8     -13.4
           438  2516    7 23   108  72     4464     4150      314.      92.8       3.4
           438  2516    8 24   109  79     2987     2813      174.      76.2       2.3
           438  2516    9 25   109  78     4578     3169     1409.      88.0      16.0
           438  2516   10 26   109  77     3886     3370      516.      85.2       6.1
           438  2516   11 27   109  76     4195     3170     1025.      85.8      11.9
           438  2516   12 28   109  75     4514     3542      972.      89.8      10.8
           438  2516   13 29   109  74     3987     3826      161.      88.4       1.8
           438  2516   14 30   109  73     6179     4214     1965.     101.9      19.3
           438  2516   15 31   109  72     6089    84015   -77926.     300.2    -259.6
 
 >>Cream   439  2520    0 16   108  71   447776     4420   443356.     672.5     659.3
           439  2520    1 17   108  70     5629     4509     1120.     100.7      11.1
           439  2520    2 18   108  69     8250     4944     3306.     114.9      28.8
           439  2520    3 19   108  68     6635     4704     1931.     106.5      18.1
           439  2520    4 20   108  67     7889     4672     3217.     112.1      28.7
           439  2520    5 21   108  66     9096     5839     3257.     122.2      26.7
           439  2520    6 22   108  65     5839     4865      974.     103.5       9.4
           439  2520    7 23   108  64     5976     4367     1609.     101.7      15.8
           439  2520    8 24   109  71     7603    38861   -31258.     215.6    -145.0
           439  2520    9 25   109  70     5361     9147    -3786.     120.4     -31.4
           439  2520   10 26   109  69     5317     4651      666.      99.8       6.7
           439  2520   11 27   109  68     5009     4404      605.      97.0       6.2
           439  2520   12 28   109  67    13182     4326     8856.     132.3      66.9
           439  2520   13 29   109  66    53521     4284    49237.     240.4     204.8
           439  2520   14 30   109  65     5043    49185   -44142.     232.9    -189.6
           439  2520   15 31   109  64     5157     4329      828.      97.4       8.5
 
 >>Cream   440  2606    0 16   108  63     5388     4154     1234.      97.7      12.6
           440  2606    1 17   108  62     5428     4763      665.     101.0       6.6
           440  2606    2 18   108  61   158773     4697   154076.     404.3     381.1
           440  2606    3 19   108  60     5498     9481    -3983.     122.4     -32.5
           440  2606    4 20   108  59     5387     4512      875.      99.5       8.8
           440  2606    5 21   108  58     5265     4804      461.     100.3       4.6
           440  2606    6 22   108  57     5036     5303     -267.     101.7      -2.6
           440  2606    7 23   108  56     4980     4165      815.      95.6       8.5
           440  2606    8 24   109  63     6782     4295     2487.     105.2      23.6
           440  2606    9 25   109  62     5532     4390     1142.      99.6      11.5
           440  2606   10 26   109  61     4967     4476      491.      97.2       5.1
           440  2606   11 27   109  60     8092     4326     3766.     111.4      33.8
           440  2606   12 28   109  59     7787     4231     3556.     109.6      32.4
           440  2606   13 29   109  58     6762     4294     2468.     105.1      23.5
           440  2606   14 30   109  57     4711     4120      591.      94.0       6.3
           440  2606   15 31   109  56     4438     3970      468.      91.7       5.1
 
 >>Cream   441  2610    0 16   108  55     4864     4067      797.      94.5       8.4
           441  2610    1 17   108  54     4657     4504      153.      95.7       1.6
           441  2610    2 18   108  53     4886     3860     1026.      93.5      11.0
           441  2610    3 19   108  52     4620     4487      133.      95.4       1.4
           441  2610    4 20   108  51     4550     3742      808.      91.1       8.9
           441  2610    5 21   108  50     4595     3313     1282.      88.9      14.4
           441  2610    6 22   108  49     4454     3719      735.      90.4       8.1
           441  2610    7 23   108  48     3734     3428      306.      84.6       3.6
           441  2610    8 24   109  55     4951     3796     1155.      93.5      12.3
           441  2610    9 25   109  54     4693     5706    -1013.     102.0      -9.9
           441  2610   10 26   109  53     5534     3880     1654.      97.0      17.0
           441  2610   11 27   109  52     4156     3614      542.      88.1       6.1
           441  2610   12 28   109  51     4187     4918     -731.      95.4      -7.7
           441  2610   13 29   109  50     4275     3345      930.      87.3      10.7
           441  2610   14 30   109  49     3499     3420       79.      83.2       0.9
           441  2610   15 31   109  48     3525     2858      667.      79.9       8.3
 
 >>Cream   442  2616    0 16   108  47     3537     3296      241.      82.7       2.9
           442  2616    1 17   108  46     3461     2872      589.      79.6       7.4
           442  2616    2 18   108  45     3292     3023      269.      79.5       3.4
           442  2616    3 19   108  44     3443     2916      527.      79.7       6.6
           442  2616    4 20   108  43     3052     3501     -449.      81.0      -5.5
           442  2616    5 21   108  42     2702     2777      -75.      74.0      -1.0
           442  2616    6 22   108  41     3932     2415     1517.      79.7      19.0
           442  2616    7 23   108  40     2530     2612      -82.      71.7      -1.1
           442  2616    8 24   109  47     3563     2828      735.      79.9       9.2
           442  2616    9 25   109  46     3520     3482       38.      83.7       0.5
           442  2616   10 26   109  45     3058     2795      263.      76.5       3.4
           442  2616   11 27   109  44     2903     5845    -2942.      93.5     -31.5
           442  2616   12 28   109  43     2826     2437      389.      72.5       5.4
           442  2616   13 29   109  42     3388     2252     1136.      75.1      15.1
           442  2616   14 30   109  41     2858     3440     -582.      79.4      -7.3
           442  2616   15 31   109  40     2667     2968     -301.      75.1      -4.0
 
 >>Cream   443  2620    0 16   108  39     2600     2259      341.      69.7       4.9
           443  2620    1 17   108  38     2450     1217     1233.      60.6      20.4
           443  2620    2 18   108  37     4408     1839     2569.      79.0      32.5
           443  2620    3 19   108  36     2563     1701      862.      65.3      13.2
           443  2620    4 20   108  35     2054     1800      254.      62.1       4.1
           443  2620    5 21   108  34     1721     1809      -88.      59.4      -1.5
           443  2620    6 22   108  33     1873     1465      408.      57.8       7.1
           443  2620    7 23   108  32     2329     1319     1010.      60.4      16.7
           443  2620    8 24   109  39     2429     1830      599.      65.3       9.2
           443  2620    9 25   109  38     2233     1866      367.      64.0       5.7
           443  2620   10 26   109  37     2271     1767      504.      63.5       7.9
           443  2620   11 27   109  36     2269     1624      645.      62.4      10.3
           443  2620   12 28   109  35     1780     2382     -602.      64.5      -9.3
           443  2620   13 29   109  34     1693     1507      186.      56.6       3.3
           443  2620   14 30   109  33     1572    80850   -79278.     287.1    -276.1
           443  2620   15 31   109  32     1643     1188      455.      53.2       8.6
 
 >>Cream   444  2706    0 16   108  31        0     1190    -1190.      34.5     -34.5
           444  2706    1 17   108  30        0     3726    -3726.      61.0     -61.0
           444  2706    2 18   108  29        0     1076    -1076.      32.8     -32.8
           444  2706    3 19   108  28        0     1043    -1043.      32.3     -32.3
           444  2706    4 20   108  27        0     1180    -1180.      34.4     -34.4
           444  2706    5 21   108  26        0      736     -736.      27.1     -27.1
           444  2706    6 22   108  25        0     2543    -2543.      50.4     -50.4
           444  2706    7 23   108  24        0      749     -749.      27.4     -27.4
           444  2706    8 24   109  31        0     1005    -1005.      31.7     -31.7
           444  2706    9 25   109  30        0     1711    -1711.      41.4     -41.4
           444  2706   10 26   109  29        0      925     -925.      30.4     -30.4
           444  2706   11 27   109  28        0     1139    -1139.      33.7     -33.7
           444  2706   12 28   109  27        0      973     -973.      31.2     -31.2
           444  2706   13 29   109  26        0      803     -803.      28.3     -28.3
           444  2706   14 30   109  25        0      817     -817.      28.6     -28.6
           444  2706   15 31   109  24        0      637     -637.      25.2     -25.2
 
 >>Cream   445  2710    0 16   108  23     2456      787     1669.      56.9      29.3
           445  2710    1 17   108  22     1011     1135     -124.      46.3      -2.7
           445  2710    2 18   108  21      632      983     -351.      40.2      -8.7
           445  2710    3 19   108  20      675        0      675.      26.0      26.0
           445  2710    4 20   108  19     6532        0     6532.      80.8      80.8
           445  2710    5 21   108  18        0        0        0.       0.0       0.0
           445  2710    6 22   108  17        0        0        0.       0.0       0.0
           445  2710    7 23   108  16        0        0        0.       0.0       0.0
           445  2710    8 24   109  23      969     3885    -2916.      69.7     -41.9
           445  2710    9 25   109  22      819     2709    -1890.      59.4     -31.8
           445  2710   10 26   109  21      702        0      702.      26.5      26.5
           445  2710   11 27   109  20     3442        0     3442.      58.7      58.7
           445  2710   12 28   109  19        0        0        0.       0.0       0.0
           445  2710   13 29   109  18        0        0        0.       0.0       0.0
           445  2710   14 30   109  17        0        0        0.       0.0       0.0
           445  2710   15 31   109  16        0        0        0.       0.0       0.0
 
 >>Cream   451  2405    0 16   112 103      913        0      913.      30.2      30.2
           451  2405    1 17   112 102      679     1026     -347.      41.3      -8.4
           451  2405    2 18   112 101      980      723      257.      41.3       6.2
           451  2405    3 19   112 100      831     1100     -269.      43.9      -6.1
           451  2405    4 20   112  99     1366     1166      200.      50.3       4.0
           451  2405    5 21   112  98     1403      755      648.      46.5      13.9
           451  2405    6 22   112  97     1039      660      379.      41.2       9.2
           451  2405    7 23   112  96     1256      972      284.      47.2       6.0
           451  2405    8 24   113 103     1052        0     1052.      32.4      32.4
           451  2405    9 25   113 102     3004        0     3004.      54.8      54.8
           451  2405   10 26   113 101      946      592      354.      39.2       9.0
           451  2405   11 27   113 100     2687      760     1927.      58.7      32.8
           451  2405   12 28   113  99     1544      925      619.      49.7      12.5
           451  2405   13 29   113  98      882      724      158.      40.1       3.9
           451  2405   14 30   113  97      908      971      -63.      43.3      -1.5
           451  2405   15 31   113  96     1140      818      322.      44.2       7.3
 
 >>Cream   452  2903    0 16   112  95     1247      828      419.      45.6       9.2
           452  2903    1 17   112  94     1654     1006      648.      51.6      12.6
           452  2903    2 18   112  93     1524     1558      -34.      55.5      -0.6
           452  2903    3 19   112  92     1797     2780     -983.      67.7     -14.5
           452  2903    4 20   112  91     1372     1511     -139.      53.7      -2.6
           452  2903    5 21   112  90     2158     1210      948.      58.0      16.3
           452  2903    6 22   112  89     1995     1487      508.      59.0       8.6
           452  2903    7 23   112  88     2007     1559      448.      59.7       7.5
           452  2903    8 24   113  95      912     1157     -245.      45.5      -5.4
           452  2903    9 25   113  94     1315      708      607.      45.0      13.5
           452  2903   10 26   113  93      895     1229     -334.      46.1      -7.2
           452  2903   11 27   113  92     1524     1175      349.      52.0       6.7
           452  2903   12 28   113  91     1112     1291     -179.      49.0      -3.7
           452  2903   13 29   113  90     1126     1454     -328.      50.8      -6.5
           452  2903   14 30   113  89     1595     1487      108.      55.5       1.9
           452  2903   15 31   113  88     1580     1184      396.      52.6       7.5
 
 >>Cream   453  2907    0 16   112  87     1912     1410      502.      57.6       8.7
           453  2907    1 17   112  86     2212     1682      530.      62.4       8.5
           453  2907    2 18   112  85     2376     1931      445.      65.6       6.8
           453  2907    3 19   112  84     2462     2044      418.      67.1       6.2
           453  2907    4 20   112  83     2646     2239      407.      69.9       5.8
           453  2907    5 21   112  82     2535     2690     -155.      72.3      -2.1
           453  2907    6 22   112  81     2781     2429      352.      72.2       4.9
           453  2907    7 23   112  80     2518     2760     -242.      72.6      -3.3
           453  2907    8 24   113  87     1626     1754     -128.      58.1      -2.2
           453  2907    9 25   113  86     2044     1694      350.      61.1       5.7
           453  2907   10 26   113  85     3616     1631     1985.      72.4      27.4
           453  2907   11 27   113  84     2333     1978      355.      65.7       5.4
           453  2907   12 28   113  83     2647     2356      291.      70.7       4.1
           453  2907   13 29   113  82     2655     2375      280.      70.9       3.9
           453  2907   14 30   113  81     3047     2531      516.      74.7       6.9
           453  2907   15 31   113  80     2507     1933      574.      66.6       8.6
 
 >>Cream   454  2913    0 16   112  79     2842    10331    -7489.     114.8     -65.3
           454  2913    1 17   112  78     3058     2634      424.      75.4       5.6
           454  2913    2 18   112  77     3222     9749    -6527.     113.9     -57.3
           454  2913    3 19   112  76     3227    64842   -61615.     260.9    -236.2
           454  2913    4 20   112  75     3416    10120    -6704.     116.3     -57.6
           454  2913    5 21   112  74     3796     3200      596.      83.6       7.1
           454  2913    6 22   112  73     3928     3413      515.      85.7       6.0
           454  2913    7 23   112  72     3505     3316      189.      82.6       2.3
           454  2913    8 24   113  79     2850     2343      507.      72.1       7.0
           454  2913    9 25   113  78   503277     2558   500719.     711.2     704.0
           454  2913   10 26   113  77     5052     2542     2510.      87.1      28.8
           454  2913   11 27   113  76     4109     2524     1585.      81.4      19.5
           454  2913   12 28   113  75     3292     2995      297.      79.3       3.7
           454  2913   13 29   113  74     4473     2742     1731.      84.9      20.4
           454  2913   14 30   113  73     3408     2863      545.      79.2       6.9
           454  2913   15 31   113  72     3605     3030      575.      81.5       7.1
 
 >>Cream   455  2917    0 16   112  71     3704     3009      695.      81.9       8.5
           455  2917    1 17   112  70     3888     3915      -27.      88.3      -0.3
           455  2917    2 18   112  69     4000     3390      610.      86.0       7.1
           455  2917    3 19   112  68     4097    12741    -8644.     129.8     -66.6
           455  2917    4 20   112  67     4194     3752      442.      89.1       5.0
           455  2917    5 21   112  66     3963     4169     -206.      90.2      -2.3
           455  2917    6 22   112  65     4718     4072      646.      93.8       6.9
           455  2917    7 23   112  64     4232     4005      227.      90.8       2.5
           455  2917    8 24   113  71     3319     4184     -865.      86.6     -10.0
           455  2917    9 25   113  70     3734     3512      222.      85.1       2.6
           455  2917   10 26   113  69     3772     3176      596.      83.4       7.2
           455  2917   11 27   113  68     2982     3150     -168.      78.3      -2.1
           455  2917   12 28   113  67     4933     3364     1569.      91.1      17.2
           455  2917   13 29   113  66     3717     3358      359.      84.1       4.3
           455  2917   14 30   113  65     3933     4157     -224.      89.9      -2.5
           455  2917   15 31   113  64     3904     3431      473.      85.6       5.5
 
 >>Cream   456  3003    0 16   112  63     4605     3805      800.      91.7       8.7
           456  3003    1 17   112  62     3722     3911     -189.      87.4      -2.2
           456  3003    2 18   112  61     3964     3604      360.      87.0       4.1
           456  3003    3 19   112  60     4163     4395     -232.      92.5      -2.5
           456  3003    4 20   112  59     4025     3392      633.      86.1       7.4
           456  3003    5 21   112  58     4317     3435      882.      88.0      10.0
           456  3003    6 22   112  57     3999     5458    -1459.      97.2     -15.0
           456  3003    7 23   112  56     4548     3431     1117.      89.3      12.5
           456  3003    8 24   113  63     3817     3332      485.      84.6       5.7
           456  3003    9 25   113  62     3767     3319      448.      84.2       5.3
           456  3003   10 26   113  61     3935     3180      755.      84.4       9.0
           456  3003   11 27   113  60     7053     3283     3770.     101.7      37.1
           456  3003   12 28   113  59     4267     3819      448.      89.9       5.0
           456  3003   13 29   113  58     3626     3253      373.      82.9       4.5
           456  3003   14 30   113  57     3706     3657       49.      85.8       0.6
           456  3003   15 31   113  56     3341     4162     -821.      86.6      -9.5
 
 >>Cream   457  3007    0 16   112  55     3867     3237      630.      84.3       7.5
           457  3007    1 17   112  54    12020     3110     8910.     123.0      72.4
           457  3007    2 18   112  53     3325     2894      431.      78.9       5.5
           457  3007    3 19   112  52     3908     3519      389.      86.2       4.5
           457  3007    4 20   112  51     4627     2772     1855.      86.0      21.6
           457  3007    5 21   112  50     6273     2906     3367.      95.8      35.1
           457  3007    6 22   112  49     3113     3636     -523.      82.2      -6.4
           457  3007    7 23   112  48     3472     2617      855.      78.0      11.0
           457  3007    8 24   113  55     3513     3159      354.      81.7       4.3
           457  3007    9 25   113  54     4220     2962     1258.      84.7      14.8
           457  3007   10 26   113  53     3339     3052      287.      79.9       3.6
           457  3007   11 27   113  52     3504     2967      537.      80.4       6.7
           457  3007   12 28   113  51     3224     2876      348.      78.1       4.5
           457  3007   13 29   113  50     3286     2639      647.      77.0       8.4
           457  3007   14 30   113  49     3843     3173      670.      83.8       8.0
           457  3007   15 31   113  48     3102     2413      689.      74.3       9.3
 
 >>Cream   458  3013    0 16   112  47     3318     2629      689.      77.1       8.9
           458  3013    1 17   112  46     2816     2475      341.      72.7       4.7
           458  3013    2 18   112  45     2639     2254      385.      69.9       5.5
           458  3013    3 19   112  44     4897     2186     2711.      84.2      32.2
           458  3013    4 20   112  43     3054     1836     1218.      69.9      17.4
           458  3013    5 21   112  42     3127     1558     1569.      68.4      22.9
           458  3013    6 22   112  41     3634     1607     2027.      72.4      28.0
           458  3013    7 23   112  40     1962     1456      506.      58.5       8.7
           458  3013    8 24   113  47     2695     2321      374.      70.8       5.3
           458  3013    9 25   113  46     2617     2680      -63.      72.8      -0.9
           458  3013   10 26   113  45     2624     1963      661.      67.7       9.8
           458  3013   11 27   113  44     2676     2385      291.      71.1       4.1
           458  3013   12 28   113  43     1953     4947    -2994.      83.1     -36.0
           458  3013   13 29   113  42     2106     1373      733.      59.0      12.4
           458  3013   14 30   113  41     4073     1615     2458.      75.4      32.6
           458  3013   15 31   113  40      360     1253     -893.      40.2     -22.2
 
 >>Cream   459  3017    0 16   112  39     1665     1828     -163.      59.1      -2.8
           459  3017    1 17   112  38     2134     1651      483.      61.5       7.9
           459  3017    2 18   112  37     1664     1169      495.      53.2       9.3
           459  3017    3 19   112  36     1902     1341      561.      56.9       9.9
           459  3017    4 20   112  35     2538     2206      332.      68.9       4.8
           459  3017    5 21   112  34     1372     1083      289.      49.5       5.8
           459  3017    6 22   112  33     1241     1335      -94.      50.8      -1.9
           459  3017    7 23   112  32     1326      909      417.      47.3       8.8
           459  3017    8 24   113  39     1873     1384      489.      57.1       8.6
           459  3017    9 25   113  38     2160     5527    -3367.      87.7     -38.4
           459  3017   10 26   113  37     1498     1704     -206.      56.6      -3.6
           459  3017   11 27   113  36     6481     5881      600.     111.2       5.4
           459  3017   12 28   113  35     1373     1141      232.      50.1       4.6
           459  3017   13 29   113  34     1770     6159    -4389.      89.0     -49.3
           459  3017   14 30   113  33     1153     2869    -1716.      63.4     -27.1
           459  3017   15 31   113  32      867      813       54.      41.0       1.3
 
 >>Cream   460  2719    0 16   112  31     2623     1085     1538.      60.9      25.3
           460  2719    1 17   112  30     1253      983      270.      47.3       5.7
           460  2719    2 18   112  29      958      909       49.      43.2       1.1
           460  2719    3 19   112  28     1275     1190       85.      49.6       1.7
           460  2719    4 20   112  27      911     1118     -207.      45.0      -4.6
           460  2719    5 21   112  26      714      596      118.      36.2       3.3
           460  2719    6 22   112  25     1012     3834    -2822.      69.6     -40.5
           460  2719    7 23   112  24     1199        0     1199.      34.6      34.6
           460  2719    8 24   113  31      879      813       66.      41.1       1.6
           460  2719    9 25   113  30     1293      815      478.      45.9      10.4
           460  2719   10 26   113  29      722     1018     -296.      41.7      -7.1
           460  2719   11 27   113  28      808      634      174.      38.0       4.6
           460  2719   12 28   113  27     1060      685      375.      41.8       9.0
           460  2719   13 29   113  26      769     5339    -4570.      78.2     -58.5
           460  2719   14 30   113  25      679        0      679.      26.1      26.1
           460  2719   15 31   113  24     1265        0     1265.      35.6      35.6
 
 >>Cream   467  2406    0 16   116 103        0        0        0.       0.0       0.0
           467  2406    1 17   116 102        0        0        0.       0.0       0.0
           467  2406    2 18   116 101        0        0        0.       0.0       0.0
           467  2406    3 19   116 100      990        0      990.      31.5      31.5
           467  2406    4 20   116  99      889        0      889.      29.8      29.8
           467  2406    5 21   116  98     1084      812      272.      43.5       6.2
           467  2406    6 22   116  97     1207      826      381.      45.1       8.4
           467  2406    7 23   116  96      904      901        3.      42.5       0.1
           467  2406    8 24   117 103        0        0        0.       0.0       0.0
           467  2406    9 25   117 102        0        0        0.       0.0       0.0
           467  2406   10 26   117 101        0        0        0.       0.0       0.0
           467  2406   11 27   117 100        0        0        0.       0.0       0.0
           467  2406   12 28   117  99     1148        0     1148.      33.9      33.9
           467  2406   13 29   117  98      744        0      744.      27.3      27.3
           467  2406   14 30   117  97     1127     2191    -1064.      57.6     -18.5
           467  2406   15 31   117  96     1008      751      257.      41.9       6.1
 
 >>Cream   468  2904    0 16   116  95      943      954      -11.      43.6      -0.3
           468  2904    1 17   116  94     1346     1219      127.      50.6       2.5
           468  2904    2 18   116  93      999     3454    -2455.      66.7     -36.8
           468  2904    3 19   116  92     1069     3396    -2327.      66.8     -34.8
           468  2904    4 20   116  91     1259     1340      -81.      51.0      -1.6
           468  2904    5 21   116  90     1241      781      460.      45.0      10.2
           468  2904    6 22   116  89     1517     1152      365.      51.7       7.1
           468  2904    7 23   116  88     1362     1479     -117.      53.3      -2.2
           468  2904    8 24   117  95      680      832     -152.      38.9      -3.9
           468  2904    9 25   117  94      791      862      -71.      40.7      -1.7
           468  2904   10 26   117  93      848      833       15.      41.0       0.4
           468  2904   11 27   117  92      746      727       19.      38.4       0.5
           468  2904   12 28   117  91      990     1121     -131.      45.9      -2.9
           468  2904   13 29   117  90      778     1086     -308.      43.2      -7.1
           468  2904   14 30   117  89      738     1037     -299.      42.1      -7.1
           468  2904   15 31   117  88      916      939      -23.      43.1      -0.5
 
 >>Cream   469  2908    0 16   116  87     3696     1330     2366.      70.9      33.4
           469  2908    1 17   116  86     6616     1088     5528.      87.8      63.0
           469  2908    2 18   116  85     1856     1486      370.      57.8       6.4
           469  2908    3 19   116  84     2129     1651      478.      61.5       7.8
           469  2908    4 20   116  83     1964     1541      423.      59.2       7.1
           469  2908    5 21   116  82     1822     1430      392.      57.0       6.9
           469  2908    6 22   116  81     2039     2059      -20.      64.0      -0.3
           469  2908    7 23   116  80     2158     1677      481.      61.9       7.8
           469  2908    8 24   117  87     1437      909      528.      48.4      10.9
           469  2908    9 25   117  86     1536      803      733.      48.4      15.2
           469  2908   10 26   117  85     1438      807      631.      47.4      13.3
           469  2908   11 27   117  84     1845      933      912.      52.7      17.3
           469  2908   12 28   117  83     1318     1064      254.      48.8       5.2
           469  2908   13 29   117  82    35727     1058    34669.     191.8     180.8
           469  2908   14 30   117  81     1989     1189      800.      56.4      14.2
           469  2908   15 31   117  80     1855     1227      628.      55.5      11.3
 
 >>Cream   470  2914    0 16   116  79     2246     1466      780.      60.9      12.8
           470  2914    1 17   116  78     2443     1837      606.      65.4       9.3
