CHAPEDES  7000  7999     1    2017_11_18
   26   30    0   400.92    2.12
   27   30    0   400.64    2.49
   28   30    0   403.29    2.69
   29   30    0   399.39    2.13
   30   30    0   399.65    2.07
   31   30    0   398.46    2.21
   32   30    0   399.81    2.07
   33   30    0   398.05    2.13
   34   30    0   400.06    2.14
   35   30    0   403.86    2.20
   36   30    0   402.55    2.39
   37   30    0   401.24    2.26
   38   30    0   402.87    2.24
   39   30    0   404.57    2.24
   40   30    0   403.10    2.21
   41   30    0   380.64    2.10
   42   30    0   400.92    2.17
   43   30    0   400.15    2.16
   44   30    0   402.82    2.25
   45   30    0   388.59    2.27
   46   30    0   401.03    2.15
   47   30    0   400.45    2.19
   48   30    0   401.83    2.13
   49   30    0   404.00    2.15
   50   30    0   401.71    2.21
   51   30    0   401.96    2.10
   52   30    0   400.05    2.21
   53   30    0   399.51    2.08
   54   30    0   397.59    2.14
   55   30    0   401.84    2.05
   56   30    0   400.80    2.63
   57   30    0   398.29    3.09
   58   30    0   398.78    2.18
   59   30    0   398.61    2.14
   60   30    0   398.41    2.17
   61   30    0   402.28    2.18
   62   30    0   401.22    2.19
   63   30    0   410.00    2.19
   64   30    0   401.35    2.13
   65   30    0   401.55    2.15
   66   30    0   399.23    2.21
   67   30    0   399.80    2.25
   68   30    0   401.45    2.25
   69   30    0   402.61    2.08
   70   30    0   397.69    2.33
   71   30    0   399.58    1.96
   72   30    0   398.79    2.12
   73   30    0   398.84    1.93
   74   30    0   398.00    2.12
   75   30    0   401.14    2.22
   76   30    0   398.69    2.58
   77   30    0   398.69    2.21
   78   30    0   397.50    2.16
   79   30    0   402.00    2.94
   80   30    0   399.83    2.91
   81   30    0   398.14    2.66
   82   30    0   401.07    3.09
   83   30    0   401.26    2.58
   84   30    0   398.59    2.75
   85   30    0   401.10    2.24
   86   30    0   400.85    3.83
   87   30    0   399.98    2.64
   88   30    0   402.05    2.12
   89   30    0   399.89    2.13
   90   30    0   401.79    2.21
   91   30    0   400.54    2.18
   92   30    0   399.51    2.13
   93   30    0   398.20    2.01
   94   30    0   378.07    2.06
   95   30    0   400.79    2.13
   96   30    0   403.03    2.14
   97   30    0   399.05    2.19
   98   30    0   399.94    2.04
   99   30    0   400.77    2.14
  100   30    0   400.28    2.08
  101   30    0   401.61    2.11
  102   30    0   403.78    2.11
  103   30    0   398.45    2.08
  104   30    0   398.11    2.13
  105   30    0   400.41    2.09
  106   30    0   398.87    2.08
  107   30    2   400.90    1.36
  108   30    0   401.51    3.57
  109   30    0   402.38    2.10
  110   30    0   401.53    2.39
  111   30    0   401.24    2.31
  112   30    0   397.47    2.23
  113   30    0   399.11    2.19
  114   30    0   399.56    2.10
  115   30    0   398.74    2.13
  116   30    0   402.89    2.22
  117   30    0   399.44    2.05
  118   30    0   401.02    2.17
  119   30    0   400.61    2.35
  120   30   99     0.00    0.00
  121   30   99     0.00    0.00
  122   30   99     0.00    0.00
  123   30   99     0.00    0.00
  124   30   99     0.00    0.00
  125   30   99     0.00    0.00
  126   30   99     0.00    0.00
  127   30   99     0.00    0.00
    0   31   99     0.00    0.00
    1   31   99     0.00    0.00
    2   31   99     0.00    0.00
    3   31   99     0.00    0.00
    4   31   99     0.00    0.00
    5   31   99     0.00    0.00
    6   31   99     0.00    0.00
    7   31   99     0.00    0.00
    8   31    0   398.94    2.04
    9   31    0   401.06    2.05
   10   31    0   401.62    2.11
   11   31    0   398.17    2.12
   12   31    0   395.28    2.34
   13   31    0   399.96    2.26
   14   31    0   401.06    1.93
   15   31    0   400.29    2.46
   16   31    0   399.91    2.08
   17   31    0   400.92    1.86
   18   31    0   400.66    2.31
   19   31    0   401.24    2.31
   20   31    0   400.31    2.16
   21   31    0   400.56    2.11
   22   31    0   400.66    2.09
   23   31    0   408.65    2.29
   24   31    0   397.53    2.09
   25   31    0   399.74    2.12
   26   31    0   395.41    2.09
   27   31    0   407.36    2.34
   28   31    0   397.39    2.27
   29   31    0   399.05    2.16
   30   31    0   404.74    2.40
   31   31    0   401.42    2.09
   32   31    0   400.06    2.16
   33   31    0   400.95    2.11
   34   31    0   401.78    2.15
   35   31    0   400.52    2.07
   36   31    0   417.08    2.20
   37   31    0   399.76    2.37
   38   31    2   402.93    1.10
   39   31    0   404.07    2.08
   40   31    0   400.65    2.22
   41   31    0   403.00    2.03
   42   31    0   402.46    2.18
   43   31    0   400.94    2.17
   44   31    0   398.13    2.25
   45   31    0   391.49    2.09
   46   31    0   395.66    2.23
   47   31    0   399.18    2.17
   48   31    0   400.74    2.12
   49   31    0   402.75    2.14
   50   31    0   397.59    2.25
   51   31    0   401.48    2.20
   52   31    0   400.94    2.14
   53   31    0   402.63    2.19
   54   31    0   402.08    2.08
   55   31    0   402.15    2.07
   56   31    0   400.13    2.69
   57   31    0   393.56    2.14
   58   31    0   399.16    2.16
   59   31    0   401.52    2.22
   60   31    0   402.83    2.21
   61   31    0   399.18    2.15
   62   31    0   402.77    2.05
   63   31    0   401.48    2.13
   64   31    0   401.55    2.11
   65   31    0   402.38    2.15
   66   31    0   415.13    2.25
   67   31    0   398.90    1.92
   68   31    0   401.60    2.22
   69   31    0   396.69    2.59
   70   31    0   401.10    2.15
   71   31    0   400.23    2.42
   72   31    0   406.34    2.18
   73   31    0   400.88    2.09
   74   31    0   398.35    2.06
   75   31    0   388.32    1.91
   76   31    0   396.71    2.66
   77   31    0   399.13    2.66
   78   31    0   401.61    2.18
   79   31    0   398.98    2.29
   80   31    0   401.34    2.83
   81   31    0   398.09    3.06
   82   31    0   397.65    2.65
   83   31    0   399.22    2.45
   84   31    0   398.23    2.62
   85   31    0   399.12    2.53
   86   31    0   398.48    2.34
   87   31    0   401.01    2.60
   88   31    0   402.15    1.99
   89   31    0   399.85    1.84
   90   31    0   399.24    2.21
   91   31    0   399.76    2.04
   92   31    0   397.89    2.14
   93   31    0   394.49    2.36
   94   31    0   400.67    2.05
   95   31    0   401.51    2.13
   96   31    0   399.85    2.02
   97   31    0   401.59    1.98
   98   31    0   402.50    2.00
   99   31    0   401.20    2.06
  100   31    0   401.72    1.95
  101   31    0   401.84    2.14
  102   31    0   403.08    2.19
  103   31    0   401.19    2.18
  104   31    0   401.27    2.11
  105   31    0   399.45    2.08
  106   31    0   402.04    2.08
  107   31    0   401.42    2.18
  108   31    0   404.46    2.31
  109   31    0   403.56    2.12
  110   31    0   402.74    2.10
  111   31    0   403.33    2.10
  112   31    0   401.36    2.37
  113   31    0   398.20    2.10
  114   31    0   399.08    2.12
  115   31    0   398.99    2.19
  116   31    0   401.05    2.25
  117   31    0   404.18    2.22
  118   31    0   402.69    2.16
  119   31    0   401.26    2.18
  120   31   99     0.00    0.00
  121   31   99     0.00    0.00
  122   31   99     0.00    0.00
  123   31   99     0.00    0.00
  124   31   99     0.00    0.00
  125   31   99     0.00    0.00
  126   31   99     0.00    0.00
  127   31   99     0.00    0.00
    0   32   99     0.00    0.00
    1   32   99     0.00    0.00
    2   32   99     0.00    0.00
    3   32   99     0.00    0.00
    4   32   99     0.00    0.00
    5   32   99     0.00    0.00
    6   32    0   401.32    2.65
    7   32    0   398.02    2.05
    8   32    0   401.64    2.82
    9   32    0   397.50    2.60
   10   32    0   399.78    2.35
   11   32    0   401.33    2.58
   12   32    0   400.99    2.75
   13   32    0   399.37    2.51
   14   32    0   399.36    2.84
   15   32    0   397.66    2.62
   16   32    0   402.63    2.13
   17   32    0   408.62    2.10
   18   32    0   404.57    2.86
   19   32    0   404.89    2.06
   20   32    0   401.78    2.12
   21   32    0   397.31    2.68
   22   32    0   400.92    2.17
   23   32    0   403.60    2.03
   24   32    0   403.63    2.19
   25   32    0   411.84    2.07
   26   32    0   402.30    2.12
   27   32    0   402.74    2.49
   28   32    0   399.03    1.92
   29   32    0   400.54    2.07
   30   32    0   412.64    2.15
   31   32    0   407.27    2.05
   32   32    0   402.75    2.17
   33   32    0   402.87    2.14
   34   32    0   403.05    2.13
   35   32    0   408.82    2.07
   36   32    0   403.15    2.15
   37   32    0   403.56    2.05
   38   32    0   401.36    2.10
   39   32    0   402.56    2.19
   40   32    0   405.17    2.20
   41   32    0   399.92    2.17
   42   32    0   403.76    2.17
   43   32    0   404.07    1.92
   44   32    0   392.87    2.19
   45   32    0   400.72    2.18
   46   32    0   399.31    2.05
   47   32    0   403.52    2.11
   48   32    0   403.50    2.09
   49   32    0   394.32    2.25
   50   32    0   403.84    2.20
   51   32    0   401.24    2.01
   52   32    0   397.53    2.17
   53   32    0   398.01    2.22
   54   32    0   400.87    2.13
   55   32    0   399.21    2.10
   56   32    0   405.11    2.11
   57   32    0   399.75    1.99
   58   32    0   401.48    2.17
   59   32    0   399.83    2.21
   60   32    0   403.55    2.09
   61   32    0   402.75    2.08
   62   32    0   399.49    3.02
   63   32    0   394.41    2.26
   64   32    0   388.27    2.09
   65   32    0   397.80    2.13
   66   32    0   398.54    2.26
   67   32    0   401.09    2.12
   68   32    0   404.14    2.15
   69   32    0   398.91    2.21
   70   32    0   400.48    2.12
   71   32    0   403.23    2.14
   72   32    0   398.20    2.58
   73   32    0   398.79    2.14
   74   32    0   398.36    2.41
   75   32    0   408.44    2.11
   76   32    0   398.43    2.71
   77   32    0   397.55    2.21
   78   32    0   400.02    2.17
   79   32    0   394.20    2.57
   80   32    0   401.83    2.25
   81   32    0   400.51    2.07
   82   32    0   398.69    2.61
   83   32    0   401.16    2.54
   84   32    0   402.01    2.66
   85   32    0   400.26    2.53
   86   32    0   398.32    2.26
   87   32    0   401.36    3.09
   88   32    0   398.84    2.94
   89   32    0   402.68    2.13
   90   32    0   400.52    3.03
   91   32    0   402.55    2.04
   92   32    0   400.95    2.17
   93   32    0   399.08    2.09
   94   32    0   399.97    2.02
   95   32    0   403.76    2.03
   96   32    0   403.16    2.20
   97   32    0   398.49    2.07
   98   32    0   401.59    2.05
   99   32    0   397.72    2.09
  100   32    0   390.06    1.87
  101   32    0   401.41    2.16
  102   32    0   402.33    2.15
  103   32    0   401.35    2.21
  104   32    0   399.58    1.82
  105   32    0   398.79    2.04
  106   32    0   401.38    2.09
  107   32    0   398.60    2.07
  108   32    0   403.33    2.23
  109   32    0   402.30    2.10
  110   32    0   401.56    2.09
  111   32    0   402.36    1.99
  112   32    0   401.23    2.14
  113   32    0   401.53    2.04
  114   32    0   402.07    2.14
  115   32    0   403.73    2.11
  116   32    0   400.28    2.25
  117   32    0   396.58    2.19
  118   32    0   398.07    2.08
  119   32    0   397.73    2.20
  120   32    0   399.66    2.09
  121   32    0   401.06    2.42
  122   32   99     0.00    0.00
  123   32   99     0.00    0.00
  124   32   99     0.00    0.00
  125   32   99     0.00    0.00
  126   32   99     0.00    0.00
  127   32   99     0.00    0.00
    0   33   99     0.00    0.00
    1   33   99     0.00    0.00
    2   33   99     0.00    0.00
    3   33   99     0.00    0.00
    4   33   99     0.00    0.00
    5   33    0   399.67    3.03
    6   33    0   399.66    2.17
    7   33    0   400.79    2.05
    8   33    0   400.02    2.50
    9   33    0   399.46    2.18
   10   33    0   397.89    2.31
   11   33    0   399.53    2.75
   12   33    0   398.11    2.61
   13   33    0   400.23    2.65
   14   33    0   399.51    2.68
   15   33    0   399.33    2.91
   16   33    0   398.19    2.06
   17   33    0   402.38    2.08
   18   33    0   402.26    3.05
   19   33    0   400.21    2.62
   20   33    0   401.09    2.19
   21   33    0   400.46    2.45
   22   33    0   397.37    2.12
   23   33    0   400.21    2.10
   24   33    0   405.40    2.16
   25   33    0   401.75    2.12
   26   33    0   402.37    2.05
   27   33    0   399.99    2.76
   28   33    0   401.24    2.04
   29   33    0   404.27    2.15
   30   33    0   402.41    2.07
   31   33    0   399.92    2.18
   32   33    0   400.87    2.23
   33   33    0   401.58    2.16
   34   33    0   401.52    2.27
